Outlet_ID,Trade_Spend_Allocation_LKR
OUT_00594,200.0
OUT_00595,200.0
OUT_00596,100.0
OUT_00597,200.0
OUT_00598,100.0
OUT_00599,100.0
OUT_00600,500.0
OUT_00601,300.0
OUT_00602,100.0
OUT_00603,300.0
OUT_00604,500.0
OUT_00605,100.0
OUT_00606,600.0
OUT_00607,500.0
OUT_00608,300.0
OUT_00609,300.0
OUT_00610,2300.0
OUT_00611,200.0
OUT_00612,0.0
OUT_00613,0.0
OUT_00614,700.0
OUT_00615,100.0
OUT_00616,300.0
OUT_00617,400.0
OUT_00618,300.0
OUT_00619,4800.0
OUT_00620,300.0
OUT_00621,500.0
OUT_00622,400.0
OUT_00623,200.0
OUT_00624,500.0
OUT_00625,300.0
OUT_00626,2100.0
OUT_00627,200.0
OUT_00628,100.0
OUT_00629,400.0
OUT_00630,200.0
OUT_00631,0.0
OUT_00632,0.0
OUT_00633,500.0
OUT_00634,300.0
OUT_00635,300.0
OUT_00636,300.0
OUT_00637,400.0
OUT_00638,400.0
OUT_00639,700.0
OUT_00640,200.0
OUT_00641,200.0
OUT_00642,200.0
OUT_00643,1300.0
OUT_00644,100.0
OUT_00645,400.0
OUT_00646,300.0
OUT_00647,400.0
OUT_00648,400.0
OUT_00649,800.0
OUT_00650,200.0
OUT_00651,300.0
OUT_00652,500.0
OUT_00653,300.0
OUT_00654,400.0
OUT_00655,200.0
OUT_00656,500.0
OUT_00657,100.0
OUT_00658,200.0
OUT_00659,100.0
OUT_00660,2300.0
OUT_00661,300.0
OUT_00662,200.0
OUT_00663,300.0
OUT_00664,200.0
OUT_00665,300.0
OUT_00666,2500.0
OUT_00667,200.0
OUT_00668,200.0
OUT_00669,200.0
OUT_00670,400.0
OUT_00671,400.0
OUT_00672,200.0
OUT_00673,400.0
OUT_00674,400.0
OUT_00675,400.0
OUT_00676,300.0
OUT_00677,300.0
OUT_00678,200.0
OUT_00679,200.0
OUT_00680,300.0
OUT_00681,400.0
OUT_00682,400.0
OUT_00683,300.0
OUT_00684,5200.0
OUT_00685,200.0
OUT_00686,500.0
OUT_00687,500.0
OUT_00688,200.0
OUT_00689,4900.0
OUT_00690,200.0
OUT_00691,4300.0
OUT_00692,100.0
OUT_00693,500.0
OUT_00694,700.0
OUT_00695,200.0
OUT_00696,100.0
OUT_00697,500.0
OUT_00698,500.0
OUT_00699,700.0
OUT_00700,100.0
OUT_00701,0.0
OUT_00702,200.0
OUT_00703,300.0
OUT_00704,400.0
OUT_00705,0.0
OUT_00706,300.0
OUT_00707,200.0
OUT_00708,400.0
OUT_00709,300.0
OUT_00710,300.0
OUT_00711,400.0
OUT_00712,600.0
OUT_00713,400.0
OUT_00714,100.0
OUT_00715,200.0
OUT_00716,100.0
OUT_00717,2800.0
OUT_00718,200.0
OUT_00719,200.0
OUT_00720,500.0
OUT_00721,100.0
OUT_00722,300.0
OUT_00723,100.0
OUT_00724,200.0
OUT_00725,300.0
OUT_00726,400.0
OUT_00727,400.0
OUT_00728,2600.0
OUT_00729,200.0
OUT_00730,300.0
OUT_00731,800.0
OUT_00732,300.0
OUT_00733,400.0
OUT_00734,600.0
OUT_00735,200.0
OUT_00736,600.0
OUT_00737,500.0
OUT_00738,400.0
OUT_00739,400.0
OUT_00740,300.0
OUT_00741,200.0
OUT_00742,5500.0
OUT_00743,200.0
OUT_00744,300.0
OUT_00745,300.0
OUT_00746,2200.0
OUT_00747,400.0
OUT_00748,300.0
OUT_00749,600.0
OUT_00750,200.0
OUT_00751,200.0
OUT_00752,100.0
OUT_00753,500.0
OUT_00754,300.0
OUT_00755,800.0
OUT_00756,300.0
OUT_00757,300.0
OUT_00758,200.0
OUT_00759,200.0
OUT_00760,200.0
OUT_00761,400.0
OUT_00762,400.0
OUT_00763,100.0
OUT_00764,200.0
OUT_00765,300.0
OUT_00766,300.0
OUT_00767,300.0
OUT_00768,300.0
OUT_00769,400.0
OUT_00770,100.0
OUT_00771,300.0
OUT_00772,500.0
OUT_00773,1700.0
OUT_00774,400.0
OUT_00775,400.0
OUT_00776,300.0
OUT_00777,100.0
OUT_00778,4500.0
OUT_00779,300.0
OUT_00780,200.0
OUT_00781,300.0
OUT_00782,100.0
OUT_00783,300.0
OUT_00784,100.0
OUT_00785,500.0
OUT_00786,300.0
OUT_00787,400.0
OUT_00788,200.0
OUT_00789,400.0
OUT_00790,200.0
OUT_00791,4200.0
OUT_00792,900.0
OUT_00793,300.0
OUT_00794,300.0
OUT_00795,800.0
OUT_00796,300.0
OUT_00797,200.0
OUT_00798,200.0
OUT_00799,700.0
OUT_00800,500.0
OUT_00801,200.0
OUT_00802,400.0
OUT_00803,200.0
OUT_00804,200.0
OUT_00805,300.0
OUT_00806,0.0
OUT_00807,0.0
OUT_00808,400.0
OUT_00809,300.0
OUT_00810,200.0
OUT_00811,100.0
OUT_00812,200.0
OUT_00813,100.0
OUT_00814,200.0
OUT_00815,4400.0
OUT_00816,300.0
OUT_00817,300.0
OUT_00818,200.0
OUT_00819,100.0
OUT_00820,100.0
OUT_00821,200.0
OUT_00822,500.0
OUT_00823,600.0
OUT_00824,200.0
OUT_00825,400.0
OUT_00826,200.0
OUT_00827,200.0
OUT_00828,200.0
OUT_00829,100.0
OUT_00830,200.0
OUT_00831,200.0
OUT_00832,200.0
OUT_00833,300.0
OUT_00834,300.0
OUT_00835,200.0
OUT_00836,300.0
OUT_00837,500.0
OUT_00838,500.0
OUT_00839,300.0
OUT_00840,4900.0
OUT_00841,100.0
OUT_00842,200.0
OUT_00843,300.0
OUT_00844,400.0
OUT_00845,400.0
OUT_00846,100.0
OUT_00847,200.0
OUT_00848,200.0
OUT_00849,400.0
OUT_00850,100.0
OUT_00851,100.0
OUT_00852,300.0
OUT_00853,5300.0
OUT_00854,200.0
OUT_00855,100.0
OUT_00856,5000.0
OUT_00857,500.0
OUT_00858,200.0
OUT_00859,200.0
OUT_00860,200.0
OUT_00861,0.0
OUT_00862,100.0
OUT_00863,100.0
OUT_00864,400.0
OUT_00865,300.0
OUT_00866,300.0
OUT_00867,400.0
OUT_00868,300.0
OUT_00869,300.0
OUT_00870,300.0
OUT_00871,500.0
OUT_00872,100.0
OUT_00873,700.0
OUT_00874,200.0
OUT_00875,400.0
OUT_00876,100.0
OUT_00877,1900.0
OUT_00878,200.0
OUT_00879,200.0
OUT_00880,200.0
OUT_00881,600.0
OUT_00882,400.0
OUT_00883,400.0
OUT_00884,200.0
OUT_00885,300.0
OUT_00886,4800.0
OUT_00887,300.0
OUT_00888,200.0
OUT_00889,200.0
OUT_00890,300.0
OUT_00891,300.0
OUT_00892,100.0
OUT_00893,200.0
OUT_00894,400.0
OUT_00895,300.0
OUT_00896,200.0
OUT_00897,300.0
OUT_00898,100.0
OUT_00899,300.0
OUT_00900,400.0
OUT_00901,100.0
OUT_00902,300.0
OUT_00903,600.0
OUT_00904,100.0
OUT_00905,100.0
OUT_00906,700.0
OUT_00907,200.0
OUT_00908,400.0
OUT_00909,300.0
OUT_00910,400.0
OUT_00911,0.0
OUT_00912,800.0
OUT_00913,200.0
OUT_00914,400.0
OUT_00915,200.0
OUT_00916,300.0
OUT_00917,200.0
OUT_00918,600.0
OUT_00919,200.0
OUT_00920,300.0
OUT_00921,200.0
OUT_00922,200.0
OUT_00923,600.0
OUT_00924,300.0
OUT_00925,400.0
OUT_00926,200.0
OUT_00927,300.0
OUT_00928,200.0
OUT_00929,200.0
OUT_00930,300.0
OUT_00931,300.0
OUT_00932,200.0
OUT_00933,600.0
OUT_00934,500.0
OUT_00935,200.0
OUT_00936,100.0
OUT_00937,400.0
OUT_00938,300.0
OUT_00939,100.0
OUT_00940,300.0
OUT_00941,200.0
OUT_00942,300.0
OUT_00943,900.0
OUT_00944,100.0
OUT_00945,200.0
OUT_00946,200.0
OUT_00947,200.0
OUT_00948,200.0
OUT_00949,100.0
OUT_00950,200.0
OUT_00951,300.0
OUT_00952,700.0
OUT_00953,400.0
OUT_00954,800.0
OUT_00955,200.0
OUT_00956,200.0
OUT_00957,200.0
OUT_00958,200.0
OUT_00959,400.0
OUT_00960,400.0
OUT_00961,100.0
OUT_00962,300.0
OUT_00963,400.0
OUT_00964,100.0
OUT_00965,5000.0
OUT_00966,300.0
OUT_00967,100.0
OUT_00968,300.0
OUT_00969,400.0
OUT_00970,200.0
OUT_00971,200.0
OUT_00972,400.0
OUT_00973,600.0
OUT_00974,0.0
OUT_00975,300.0
OUT_00976,200.0
OUT_00977,200.0
OUT_00978,300.0
OUT_00979,400.0
OUT_00980,200.0
OUT_00981,300.0
OUT_00982,200.0
OUT_00983,100.0
OUT_00984,100.0
OUT_00985,500.0
OUT_00986,700.0
OUT_00987,100.0
OUT_00988,300.0
OUT_00989,200.0
OUT_00990,800.0
OUT_00991,100.0
OUT_00992,300.0
OUT_00993,200.0
OUT_00994,400.0
OUT_00995,1000.0
OUT_00996,5100.0
OUT_00997,300.0
OUT_00998,400.0
OUT_00999,400.0
OUT_01000,100.0
OUT_01001,200.0
OUT_01002,300.0
OUT_01003,400.0
OUT_01004,0.0
OUT_01005,300.0
OUT_01006,4400.0
OUT_01007,200.0
OUT_01008,400.0
OUT_01009,200.0
OUT_01010,400.0
OUT_01011,200.0
OUT_01012,200.0
OUT_01013,400.0
OUT_01014,400.0
OUT_01015,200.0
OUT_01016,300.0
OUT_01017,200.0
OUT_01018,600.0
OUT_01019,100.0
OUT_01020,300.0
OUT_01021,200.0
OUT_01022,200.0
OUT_01023,500.0
OUT_01024,200.0
OUT_01025,400.0
OUT_01026,300.0
OUT_01027,400.0
OUT_01028,0.0
OUT_01029,300.0
OUT_01030,100.0
OUT_01031,200.0
OUT_01032,4700.0
OUT_01033,200.0
OUT_01034,300.0
OUT_01035,200.0
OUT_01036,2000.0
OUT_01037,300.0
OUT_01038,200.0
OUT_01039,200.0
OUT_01040,200.0
OUT_01041,300.0
OUT_01042,300.0
OUT_01043,400.0
OUT_01044,4000.0
OUT_01045,200.0
OUT_01046,300.0
OUT_01047,200.0
OUT_01048,100.0
OUT_01049,400.0
OUT_01050,200.0
OUT_01051,300.0
OUT_01052,400.0
OUT_01053,200.0
OUT_01054,300.0
OUT_01055,400.0
OUT_01056,200.0
OUT_01057,200.0
OUT_01058,300.0
OUT_01059,300.0
OUT_01060,500.0
OUT_01061,4800.0
OUT_01062,300.0
OUT_01063,200.0
OUT_01064,300.0
OUT_01065,400.0
OUT_01066,200.0
OUT_01067,300.0
OUT_01068,200.0
OUT_01069,200.0
OUT_01070,300.0
OUT_01071,300.0
OUT_01072,200.0
OUT_01073,800.0
OUT_01074,400.0
OUT_01075,300.0
OUT_01076,200.0
OUT_01077,100.0
OUT_01078,400.0
OUT_01079,500.0
OUT_01080,300.0
OUT_01081,200.0
OUT_01082,0.0
OUT_01083,200.0
OUT_01084,200.0
OUT_01085,700.0
OUT_01086,300.0
OUT_01087,300.0
OUT_01088,300.0
OUT_01089,200.0
OUT_01090,500.0
OUT_01091,400.0
OUT_01092,100.0
OUT_01093,200.0
OUT_01094,200.0
OUT_01095,200.0
OUT_01096,200.0
OUT_01097,300.0
OUT_01098,200.0
OUT_01099,400.0
OUT_01100,4900.0
OUT_01101,100.0
OUT_01102,400.0
OUT_01103,200.0
OUT_01104,200.0
OUT_01105,600.0
OUT_01106,300.0
OUT_01107,400.0
OUT_01108,4600.0
OUT_01109,300.0
OUT_01110,400.0
OUT_01111,300.0
OUT_01112,300.0
OUT_01113,200.0
OUT_01114,300.0
OUT_01115,200.0
OUT_01116,200.0
OUT_01117,400.0
OUT_01118,100.0
OUT_01119,200.0
OUT_01120,400.0
OUT_01121,400.0
OUT_01122,100.0
OUT_01123,400.0
OUT_01124,3800.0
OUT_01125,300.0
OUT_01126,300.0
OUT_01127,400.0
OUT_01128,400.0
OUT_01129,300.0
OUT_01130,500.0
OUT_01131,100.0
OUT_01132,200.0
OUT_01133,400.0
OUT_01134,2400.0
OUT_01135,700.0
OUT_01136,400.0
OUT_01137,500.0
OUT_01138,500.0
OUT_01139,100.0
OUT_01140,200.0
OUT_01141,200.0
OUT_01142,400.0
OUT_01143,200.0
OUT_01144,300.0
OUT_01145,300.0
OUT_01146,4900.0
OUT_01147,0.0
OUT_01148,400.0
OUT_01149,200.0
OUT_01150,100.0
OUT_01151,300.0
OUT_01152,4500.0
OUT_01153,600.0
OUT_01154,200.0
OUT_01155,200.0
OUT_01156,300.0
OUT_01157,200.0
OUT_01158,100.0
OUT_01159,100.0
OUT_01160,0.0
OUT_01161,400.0
OUT_01162,100.0
OUT_01163,400.0
OUT_01164,600.0
OUT_01165,100.0
OUT_01166,300.0
OUT_01167,300.0
OUT_01168,100.0
OUT_01169,300.0
OUT_01170,300.0
OUT_01171,400.0
OUT_01172,100.0
OUT_01173,200.0
OUT_01174,100.0
OUT_01175,500.0
OUT_01176,400.0
OUT_01177,200.0
OUT_01178,500.0
OUT_01179,300.0
OUT_01180,300.0
OUT_01181,200.0
OUT_01182,200.0
OUT_01183,300.0
OUT_01184,200.0
OUT_01185,100.0
OUT_01186,200.0
OUT_01187,100.0
OUT_01188,300.0
OUT_01189,100.0
OUT_01190,200.0
OUT_01191,300.0
OUT_01192,200.0
OUT_01193,200.0
OUT_01194,200.0
OUT_01195,300.0
OUT_01196,400.0
OUT_01197,500.0
OUT_01198,400.0
OUT_01199,100.0
OUT_01200,200.0
OUT_01201,100.0
OUT_01202,200.0
OUT_01203,2600.0
OUT_01204,400.0
OUT_01205,200.0
OUT_01206,100.0
OUT_01207,4300.0
OUT_01208,100.0
OUT_01209,200.0
OUT_01210,300.0
OUT_01211,400.0
OUT_01212,4700.0
OUT_01213,200.0
OUT_01214,500.0
OUT_01215,800.0
OUT_01216,0.0
OUT_01217,600.0
OUT_01218,300.0
OUT_01219,200.0
OUT_01220,200.0
OUT_01221,3700.0
OUT_01222,0.0
OUT_01223,400.0
OUT_01224,300.0
OUT_01225,400.0
OUT_01226,400.0
OUT_01227,100.0
OUT_01228,100.0
OUT_01229,200.0
OUT_01230,400.0
OUT_01231,400.0
OUT_01232,100.0
OUT_01233,200.0
OUT_01234,200.0
OUT_01235,300.0
OUT_01236,700.0
OUT_01237,100.0
OUT_01238,300.0
OUT_01239,500.0
OUT_01240,200.0
OUT_01241,4200.0
OUT_01242,200.0
OUT_01243,400.0
OUT_01244,200.0
OUT_01245,0.0
OUT_01246,400.0
OUT_01247,100.0
OUT_01248,300.0
OUT_01249,400.0
OUT_01250,200.0
OUT_01251,300.0
OUT_01252,100.0
OUT_01253,700.0
OUT_01254,200.0
OUT_01255,300.0
OUT_01256,200.0
